,Service Name,SKU Name,SKU ID,Date Added
2533,JFrog Cloud Pro X (4CCE-C0C3-93D1),Data Transfer,3ACC-829C-EAC8,"June 26, 2020"
2534,JFrog Cloud Pro X (4CCE-C0C3-93D1),JFrog Artifactory Cloud Pro-X (1 month),6429-EB0B-E705,"June 26, 2020"
2535,JFrog Cloud Pro X (4CCE-C0C3-93D1),Storage,45BA-E7E1-CEE6,"June 26, 2020"
2536,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Artifactory - Custom CI/CD Build Minutes,1E13-E013-A16F,"March 25, 2021"
2537,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Artifactory - Custom Data Transfer,4AC0-E794-866D,"April 13, 2021"
2538,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Artifactory - Custom Storage,2F97-CCBC-AA2A,"April 13, 2021"
2539,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Enterprise CI/CD Build Minutes,39FF-6769-561B,"February 19, 2021"
2540,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Enterprise Data Transfer,1238-484F-151E,"April 13, 2021"
2541,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Enterprise Storage,455C-C2F6-18B6,"April 13, 2021"
2542,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Enterprise X CI/CD Build Minutes,FA95-9CF8-A34B,"February 19, 2021"
2543,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Enterprise X Data Transfer,1FC9-E500-AA36,"April 13, 2021"
2544,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Enterprise X Storage,130E-6F20-8D58,"April 13, 2021"
2545,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Security Pack - Custom CI/CD Build Minutes,B6AA-A4DF-C9FD,"March 25, 2021"
2546,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Security Pack - Custom Data Transfer,974D-A22E-0A48,"April 13, 2021"
2547,JFrog DevOps Platform - Enterprise X (C665-08F1-3BCD),JFrog Security Pack - Custom Storage,4BB7-8D1D-BA49,"April 13, 2021"
2548,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 200TB and 1 Additional Platform Unit CI/CD Build Minutes,29A0-36FB-4282,"June 13, 2021"
2549,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 200TB and 1 Additional Platform Unit Edge Nodes,46F2-2464-300C,"June 13, 2021"
2550,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 200TB and 1 Additional Platform Unit Platform Units,FC29-A531-91EE,"June 13, 2021"
2551,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 200TB and 1 Additional Platform Unit Storage and Transfer,F199-CB23-8AF2,"June 13, 2021"
2552,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 30TB and 1 Additional Platform Unit CI/CD Build Minutes,BFB8-DAD4-4C8A,"November 28, 2021"
2553,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 30TB and 1 Additional Platform Unit Edge Nodes,04F2-BAA7-1E94,"November 28, 2021"
2554,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 30TB and 1 Additional Platform Unit Platform Units,2802-52CF-EE21,"November 28, 2021"
2555,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 30TB and 1 Additional Platform Unit Storage and Transfer,BA8A-CC15-F765,"November 28, 2021"
2556,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 50TB and 1 Additional Platform Unit CI/CD Build Minutes,C295-AD63-CC4A,"November 28, 2021"
2557,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 50TB and 1 Additional Platform Unit Edge Nodes,E120-E61F-070D,"November 28, 2021"
2558,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 50TB and 1 Additional Platform Unit Platform Units,B29A-D39E-BB8F,"November 28, 2021"
2559,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),Enterprise Plus and 50TB and 1 Additional Platform Unit Storage and Transfer,04F0-48CC-0A19,"November 28, 2021"
2560,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 10 TB CI/CD Build Minutes,149B-8CF9-B136,"March 25, 2021"
2561,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 10 TB Edge Nodes,69DD-AE7E-AC2B,"March 25, 2021"
2562,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 10 TB Platform Units,7D9B-B17D-42FE,"March 25, 2021"
2563,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 10 TB Storage and Transfer,8A1D-2D4E-E3D7,"April 13, 2021"
2564,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 100 TB CI/CD Build Minutes,F2F7-9D1E-160D,"March 25, 2021"
2565,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 100 TB Edge Nodes,5BBB-35FD-5868,"March 25, 2021"
2566,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 100 TB Platform Units,213D-4E57-A739,"March 25, 2021"
2567,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 100 TB Storage and Transfer,47BD-EB50-E0AD,"April 13, 2021"
2568,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 1210 TB CI/CD Build Minutes,10A9-6CA1-488E,"March 11, 2022"
2569,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 1210 TB Edge Nodes,4378-4CAD-4EF7,"March 11, 2022"
2570,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 1210 TB Platform Units,ED52-EC20-919C,"March 11, 2022"
2571,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 1210 TB Storage and Transfer,C508-6816-4155,"March 11, 2022"
2572,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 20 TB CI/CD Build Minutes,639E-1EAC-7D22,"March 25, 2021"
2573,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 20 TB Edge Nodes,9568-90A8-C9CA,"March 25, 2021"
2574,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 20 TB Platform Units,4AA1-3685-4E14,"March 25, 2021"
2575,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 20 TB Storage and Transfer,9BD6-AAF8-2A35,"April 13, 2021"
2576,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 210 TB CI/CD Build Minutes,C948-409F-3131,"February 8, 2022"
2577,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 210 TB Edge Nodes,FD07-B4FD-2A1E,"February 8, 2022"
2578,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 210 TB Platform Units,522A-5FC5-9631,"February 8, 2022"
2579,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 210 TB Storage and Transfer,ECAF-0408-DC7F,"February 8, 2022"
2580,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB - 2 Edge Nodes CI/CD Build Minutes,A41E-8310-AB1C,"March 25, 2021"
2581,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB - 2 Edge Nodes Edge Nodes,A6BC-FD35-B35A,"March 25, 2021"
2582,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB - 2 Edge Nodes Platform Units,3F37-4576-F3AD,"March 25, 2021"
2583,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB - 2 Edge Nodes Storage and Transfer,C99E-5433-54B9,"April 13, 2021"
2584,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB CI/CD Build Minutes,F72D-96A5-FD2F,"March 25, 2021"
2585,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB Edge Nodes,92B8-9E7A-7D73,"March 25, 2021"
2586,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB Platform Units,0C9D-05A1-5B43,"March 25, 2021"
2587,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 30 TB Storage and Transfer,5E07-EE79-5E0E,"April 13, 2021"
2588,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 40 TB CI/CD Build Minutes,6586-87B8-F523,"March 25, 2021"
2589,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 40 TB Edge Nodes,329F-4F32-D0A0,"March 25, 2021"
2590,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 40 TB Platform Units,78DB-08CA-C0DB,"March 25, 2021"
2591,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 40 TB Storage and Transfer,EB49-4DCD-BFA6,"April 13, 2021"
2592,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 50 TB CI/CD Build Minutes,25AE-6FD7-E716,"March 25, 2021"
2593,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 50 TB Edge Nodes,E0F0-26EE-1003,"March 25, 2021"
2594,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 50 TB Platform Units,8ECE-5D7A-CF53,"March 25, 2021"
2595,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus - 50 TB Storage and Transfer,7450-8739-E872,"April 13, 2021"
2596,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus CI/CD Build Minutes,3B10-737A-3DFA,"March 25, 2021"
2597,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus Edge Nodes,538F-CC08-794D,"March 25, 2021"
2598,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus Platform Units,076D-EC3C-CFE3,"March 25, 2021"
2599,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus Storage and Transfer,E5FE-D3B2-53DF,"April 13, 2021"
2600,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 110TB CI/CD Build Minutes,A772-0F39-875E,"March 19, 2022"
2601,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 110TB Edge Nodes,B0DB-A949-01C1,"March 19, 2022"
2602,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 110TB Platform Units,37DB-E238-4241,"March 19, 2022"
2603,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 110TB Storage and Transfer,A06F-A19D-DF76,"March 19, 2022"
2604,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 410 TB CI/CD Build Minutes,0640-67A8-4343,"March 19, 2022"
2605,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 410 TB Edge Nodes,D871-0892-75B3,"March 19, 2022"
2606,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 410 TB Platform Units,1FAA-2597-0754,"March 19, 2022"
2607,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 410 TB Storage and Transfer,AE02-C768-C687,"March 19, 2022"
2608,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 1 Additional Instance CI/CD Build Minutes,14BE-AFC7-75B0,"April 30, 2022"
2609,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 1 Additional Instance Edge Nodes,EB01-6766-C5AA,"April 30, 2022"
2610,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 1 Additional Instance Platform Units,BB32-C37F-FAE9,"April 30, 2022"
2611,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 1 Additional Instance Storage and Transfer,CBA5-05D9-09BE,"April 30, 2022"
2612,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB 1 Instance CI/CD Build Minutes,09FE-1D33-2610,"April 30, 2022"
2613,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB 1 Instance Edge Nodes,ED9B-3B6A-14DE,"April 30, 2022"
2614,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB 1 Instance Platform Units,7183-697F-B449,"April 30, 2022"
2615,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB 1 Instance Storage and Transfer,FC80-6F8B-E209,"April 30, 2022"
2616,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB P1Y CI/CD Build Minutes,398D-F37B-0D5B,"June 24, 2022"
2617,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB P1Y Edge Nodes,A440-C5D3-DCFC,"June 24, 2022"
2618,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB P1Y Platform Units,9551-5A9D-EA8B,"June 24, 2022"
2619,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with - 20TB P1Y Storage and Transfer,171E-BD87-44C9,"June 24, 2022"
2620,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 4 Edges CI/CD Build Minutes,1850-29C2-4D33,"April 14, 2022"
2621,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 4 Edges Edge Nodes,54A5-C11A-478B,"April 14, 2022"
2622,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 4 Edges Platform Units,0CCF-463C-64C7,"April 14, 2022"
2623,JFrog DevOps Platform - Enterprise+ (3713-C0CF-F8B1),JFrog Cloud Enterprise Plus with 110TB - 4 Edges Storage and Transfer,4A6D-7C34-3A07,"April 14, 2022"
2624,JFrog DevOps Platform - Pro - 30 Day Free Trial (3FB4-B70B-0252),Pro Team CI/CD Build Minutes,F5F5-CC11-A89F,"June 5, 2021"
2625,JFrog DevOps Platform - Pro - 30 Day Free Trial (3FB4-B70B-0252),Pro Team Data Transfer,11A0-0DF7-1EAE,"June 5, 2021"
2626,JFrog DevOps Platform - Pro - 30 Day Free Trial (3FB4-B70B-0252),Pro Team Storage,BF1C-E1CA-7933,"June 5, 2021"
2627,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray - Custom CI/CD Build Minutes,D92C-F63C-D8C1,"March 18, 2021"
2628,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray - Custom Data Transfer,2A2D-FAF2-8AA5,"April 22, 2021"
2629,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray - Custom Storage,C3D5-5F04-5134,"April 22, 2021"
2630,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray CI/CD Build Minutes,0E5F-7574-C832,"February 14, 2021"
2631,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Data Transfer,A2F2-35D3-268E,"April 22, 2021"
2632,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Premium - Custom CI/CD Build Minutes,60F4-5CC0-E80B,"March 18, 2021"
2633,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Premium - Custom Data Transfer,F1B2-2340-D255,"April 22, 2021"
2634,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Premium - Custom Storage,31A5-AE82-3B05,"April 22, 2021"
2635,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Premium CI/CD Build Minutes,5D53-A358-3594,"February 14, 2021"
2636,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Premium Data Transfer,8BEE-3047-011B,"April 22, 2021"
2637,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Premium Storage,11DA-291D-A0C5,"April 22, 2021"
2638,JFrog Enterprise - Secure DevOps Platform - Test (8E16-A5D7-AA86),JFrog Cloud Enterprise with Xray Storage,FA07-94C9-1469,"April 22, 2021"
2639,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus CI/CD Build Minutes,2F6F-65EE-1068,"February 18, 2021"
2640,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus Edge Nodes,B0E8-2A16-D1D3,"March 8, 2021"
2641,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus Platform Units,C12F-11E4-24B5,"March 8, 2021"
2642,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus Storage and Transfer,66CD-0F7D-87A8,"April 13, 2021"
2643,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 100TB CI/CD Build Minutes,D345-BAAD-F459,"February 18, 2021"
2644,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 100TB Edge Nodes,7D21-217E-1DE2,"March 8, 2021"
2645,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 100TB Platform Units,42B7-CA5E-44B2,"March 8, 2021"
2646,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 100TB Storage and Transfer,5C48-9768-E8A8,"April 13, 2021"
2647,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 10TB CI/CD Build Minutes,1BF0-DAB5-A8B4,"February 18, 2021"
2648,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 10TB Edge Nodes,745D-96D1-7EFB,"March 8, 2021"
2649,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 10TB Platform Units,62A8-B65B-23C5,"March 8, 2021"
2650,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 10TB Storage and Transfer,EA60-AD5D-654F,"April 13, 2021"
2651,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 20TB CI/CD Build Minutes,ACE0-37CE-0CA3,"February 18, 2021"
2652,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 20TB Edge Nodes,C436-34F9-8486,"March 8, 2021"
2653,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 20TB Platform Units,8D18-4150-A5E3,"March 8, 2021"
2654,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 20TB Storage and Transfer,D8A9-C90F-1D7B,"April 13, 2021"
2655,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB CI/CD Build Minutes,CFC0-EC5E-D7B8,"February 18, 2021"
2656,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB Edge Nodes,CFAC-4DF3-D2ED,"March 8, 2021"
2657,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB Platform Units,5290-5E6A-C902,"March 8, 2021"
2658,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB Storage and Transfer,BC12-D261-A2EE,"April 13, 2021"
2659,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB and 2 Edge Nodes CI/CD Build Minutes,5987-A2C2-1D05,"February 18, 2021"
2660,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB and 2 Edge Nodes Edge Nodes,33BC-3C79-38F5,"March 8, 2021"
2661,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB and 2 Edge Nodes Platform Units,FD20-8638-D14B,"March 8, 2021"
2662,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 30TB and 2 Edge Nodes Storage and Transfer,FC5D-46C1-D3A3,"April 13, 2021"
2663,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 40TB CI/CD Build Minutes,6396-F199-BE52,"February 18, 2021"
2664,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 40TB Edge Nodes,6963-CA88-4CDC,"March 8, 2021"
2665,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 40TB Platform Units,793E-D9E6-8AAF,"March 8, 2021"
2666,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 40TB Storage and Transfer,D8B0-7E9E-71DC,"April 13, 2021"
2667,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 50TB CI/CD Build Minutes,0123-B1A5-50DF,"February 18, 2021"
2668,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 50TB Edge Nodes,CD82-DA90-E821,"March 8, 2021"
2669,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 50TB Platform Units,F911-AC85-6F71,"March 8, 2021"
2670,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test (8BFB-22FE-0BF5),Enterprise Plus and 50TB Storage and Transfer,EE99-771C-80B8,"April 13, 2021"
2671,JOOMLA (9C84-ADE9-D5BF),Licensing Fee for Standard Plan,E0F3-1523-CFC5,"August 1, 2020"
2672,JRuby packaged by Bitnami (43CD-C804-82C7),Licensing Fee for Standard Mode,CAD6-71BA-4293,"June 26, 2020"
2673,Javascript Developer Kit (46C3-FE9C-2926),Licensing Fee for Standard Plan,A215-E912-280C,"July 20, 2020"
2674,Jenkins (2D30-29F4-BA40),Licensing Fee for Standard Plan,9680-6F0A-D9E1,"July 29, 2020"
2675,Jenkins Server on CentOS Stream 9 (5635-D282-659C),Licensing Fee for Standard Plan,10FF-66D9-C697,"June 13, 2021"
2676,Jenkins Server on Ubuntu Server 20.04 (098B-FCB7-EA00),Licensing Fee for Standard Plan,17FB-286B-8A00,"June 13, 2021"
2677,Jenkins With CentOS 8 Stream (63EF-53A0-9459),Licensing Fee for Standard Plan on VM with 0 VCPU or more,60E4-9F16-0B2B,"March 25, 2021"
2678,Jenkins on Red Hat Enterprise Linux 7 (204E-C5D9-B176),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,32C4-30DC-9276,"July 31, 2020"
2679,Jenkins on Red Hat Enterprise Linux 7 (204E-C5D9-B176),Licensing Fee for Standard Plan on VM with 12 VCPU or more,8A86-E2BE-CE76,"July 31, 2020"
2680,Jenkins on Red Hat Enterprise Linux 7 (204E-C5D9-B176),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,5FD1-FBF3-E4F1,"July 31, 2020"
2681,Jenkins on Red Hat Enterprise Linux 7 (204E-C5D9-B176),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,9458-10CF-4BA4,"July 31, 2020"
2682,Jenkins on Red Hat Enterprise Linux 7 (204E-C5D9-B176),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,0D2B-3AF3-0E0E,"July 31, 2020"
2683,Jenkins on Ubuntu 14.04 LTS (3E23-BCDA-E488),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,0219-873C-6D41,"July 31, 2020"
2684,Jenkins on Ubuntu 14.04 LTS (3E23-BCDA-E488),Licensing Fee for Standard Plan on VM with 12 VCPU or more,E172-CB7D-5D26,"July 31, 2020"
2685,Jenkins on Ubuntu 14.04 LTS (3E23-BCDA-E488),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,9864-97E6-B6AD,"July 31, 2020"
2686,Jenkins on Ubuntu 14.04 LTS (3E23-BCDA-E488),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,DDBB-0B68-03FA,"July 31, 2020"
2687,Jenkins on Ubuntu 14.04 LTS (3E23-BCDA-E488),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,83B9-A181-82B0,"July 31, 2020"
2688,Jenkins on Windows 2012 R2 (C001-C139-6771),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,F352-FD23-2BB9,"July 31, 2020"
2689,Jenkins on Windows 2012 R2 (C001-C139-6771),Licensing Fee for Standard Plan on VM with 10 to 11 VCPU,99EA-A33E-BA22,"July 31, 2020"
